Año;Mes;Moneda;Partida;Nombre Partida;Capítulo;Nombre Capítulo;Programa;Nombre Programa;Subtítulo;Nombre Subtítulo;Item;Nombre Item;Asignación;Nombre Asignación;Monto Ley Inicial;Monto Ley Vigente a DICIEMBRE
2014;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;09;APORTE FISCAL;;;;;42.375;42.375
2014;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;09;APORTE FISCAL;01;Libre;;;42.375;42.375
2014;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;11;VENTA DE ACTIVOS FINANCIEROS;;;;;0;32.250
2014;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;11;VENTA DE ACTIVOS FINANCIEROS;03;Operaciones de Cambio;;;0;32.250
2014;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;12;RECUPERACIÓN DE PRÉSTAMOS;;;;;120;120
2014;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;12;RECUPERACIÓN DE PRÉSTAMOS;07;Por Anticipos por Cambio de Residencia;;;120;120
2014;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;15;SALDO INICIAL DE CAJA;;;;;0;8.645
2014;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;21;GASTOS EN PERSONAL;;;;;6.158;6.400
2014;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;22;BIENES Y SERVICIOS DE CONSUMO;;;;;36.217;52.218
2014;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;;;;;0;24.576
2014;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;03;Vehículos;;;0;16.116
2014;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;04;Mobiliario y Otros;;;0;14
2014;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;05;Máquinas y Equipos;;;0;2.822
2014;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;06;Equipos Informáticos;;;0;2
2014;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;07;Programas Informáticos;;;0;3.250
2014;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;99;Otros Activos no Financieros;;;0;2.372
2014;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;32;PRÉSTAMOS;;;;;120;120
2014;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;32;PRÉSTAMOS;07;Por Anticipos por Cambio de Residencia;;;120;120
2014;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;34;SERVICIO DE LA DEUDA;;;;;0;76
2014;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;34;SERVICIO DE LA DEUDA;07;Deuda Flotante;;;0;76
2014;Diciembre;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;08;OTROS INGRESOS CORRIENTES;;;;;2.874;2.874
2014;Diciembre;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;08;OTROS INGRESOS CORRIENTES;99;Otros;;;2.874;2.874
2014;Diciembre;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;09;APORTE FISCAL;;;;;166.697;167.265
2014;Diciembre;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;09;APORTE FISCAL;01;Libre;;;166.697;167.265
2014;Diciembre;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;11;VENTA DE ACTIVOS FINANCIEROS;;;;;2.805;6.845
2014;Diciembre;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;11;VENTA DE ACTIVOS FINANCIEROS;03;Operaciones de Cambio;;;2.805;6.845
2014;Diciembre;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;12;RECUPERACIÓN DE PRÉSTAMOS;;;;;250;250
2014;Diciembre;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;12;RECUPERACIÓN DE PRÉSTAMOS;07;Por Anticipos por Cambio de Residencia;;;250;250
2014;Diciembre;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;15;SALDO INICIAL DE CAJA;;;;;0;2.887
2014;Diciembre;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;21;GASTOS EN PERSONAL;;;;;86.275;83.773
2014;Diciembre;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;22;BIENES Y SERVICIOS DE CONSUMO;;;;;39.866;43.841
2014;Diciembre;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;23;PRESTACIONES DE SEGURIDAD SOCIAL;;;;;0;385
2014;Diciembre;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;23;PRESTACIONES DE SEGURIDAD SOCIAL;03;Prestaciones Sociales del Empleador;;;0;385
2014;Diciembre;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;24;TRANSFERENCIAS CORRIENTES;;;;;41.061;46.026
2014;Diciembre;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;24;TRANSFERENCIAS CORRIENTES;03;A Otras Entidades Públicas;;;3.558;3.523
2014;Diciembre;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;24;TRANSFERENCIAS CORRIENTES;03;A Otras Entidades Públicas;037;Programa de Actividades Específicas en el Exterior;2.571;2.571
