Año;Mes;Moneda;Partida;Nombre Partida;Capítulo;Nombre Capítulo;Programa;Nombre Programa;Subtítulo;Nombre Subtítulo;Item;Nombre Item;Asignación;Nombre Asignación;Monto Ley Inicial;Monto Ley Vigente a DICIEMBRE
2013;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;09;APORTE FISCAL;;;;;37.897;37.897
2013;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;09;APORTE FISCAL;01;Libre;;;37.897;37.897
2013;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;11;VENTA DE ACTIVOS FINANCIEROS;;;;;0;38.745
2013;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;11;VENTA DE ACTIVOS FINANCIEROS;03;Operaciones de Cambio;;;0;38.745
2013;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;12;RECUPERACIÓN DE PRÉSTAMOS;;;;;120;120
2013;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;12;RECUPERACIÓN DE PRÉSTAMOS;07;Por Anticipos por Cambio de Residencia;;;120;120
2013;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;15;SALDO INICIAL DE CAJA;;;;;0;4.064
2013;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;21;GASTOS EN PERSONAL;;;;;5.548;6.258
2013;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;22;BIENES Y SERVICIOS DE CONSUMO;;;;;32.338;52.364
2013;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;23;PRESTACIONES DE SEGURIDAD SOCIAL;;;;;7;7
2013;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;23;PRESTACIONES DE SEGURIDAD SOCIAL;01;Prestaciones Previsionales;;;7;7
2013;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;24;TRANSFERENCIAS CORRIENTES;;;;;4;4
2013;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;24;TRANSFERENCIAS CORRIENTES;07;A Organismos Internacionales;;;4;4
2013;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;24;TRANSFERENCIAS CORRIENTES;07;A Organismos Internacionales;298;Comité Internacional de Medicinas y Farmacias Militares;2;2
2013;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;24;TRANSFERENCIAS CORRIENTES;07;A Organismos Internacionales;299;Organización Internacional de Policías Uniformadas;2;2
2013;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;;;;;0;22.073
2013;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;03;Vehículos;;;0;21.930
2013;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;04;Mobiliario y Otros;;;0;14
2013;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;05;Máquinas y Equipos;;;0;129
2013;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;32;PRÉSTAMOS;;;;;120;120
2013;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;32;PRÉSTAMOS;07;Por Anticipos por Cambio de Residencia;;;120;120
2013;Diciembre;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;08;OTROS INGRESOS CORRIENTES;;;;;2.874;2.874
2013;Diciembre;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;08;OTROS INGRESOS CORRIENTES;99;Otros;;;2.874;2.874
2013;Diciembre;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;09;APORTE FISCAL;;;;;142.595;169.479
