Año;Mes;Moneda;Partida;Nombre Partida;Capítulo;Nombre Capítulo;Programa;Nombre Programa;Subtítulo;Nombre Subtítulo;Item;Nombre Item;Asignación;Nombre Asignación;Monto Ley Inicial;Monto Ley Vigente a DICIEMBRE
2019;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;09;APORTE FISCAL;;;;;63.795;63.795
2019;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;09;APORTE FISCAL;01;Libre;;;63.795;63.795
2019;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;11;VENTA DE ACTIVOS FINANCIEROS;;;;;0;909
2019;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;11;VENTA DE ACTIVOS FINANCIEROS;03;Operaciones de Cambio;;;0;909
2019;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;12;RECUPERACIÓN DE PRÉSTAMOS;;;;;120;120
2019;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;12;RECUPERACIÓN DE PRÉSTAMOS;07;Por Anticipos por Cambio de Residencia;;;120;120
2019;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;15;SALDO INICIAL DE CAJA;;;;;0;2.095
2019;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;21;GASTOS EN PERSONAL;;;;;5.941;5.941
2019;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;22;BIENES Y SERVICIOS DE CONSUMO;;;;;40.541;40.539
2019;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;;;;;17.313;20.319
2019;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;03;Vehículos;;;16.048;19.052
2019;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;04;Mobiliario y Otros;;;0;2
2019;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;07;Programas Informáticos;;;1.265;1.265
2019;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;32;PRÉSTAMOS;;;;;120;120
2019;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;32;PRÉSTAMOS;07;Por Anticipos por Cambio de Residencia;;;120;120
2019;Diciembre;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;08;OTROS INGRESOS CORRIENTES;;;;;2.714;2.714
