Año;Mes;Moneda;Partida;Nombre Partida;Capítulo;Nombre Capítulo;Programa;Nombre Programa;Subtítulo;Nombre Subtítulo;Item;Nombre Item;Asignación;Nombre Asignación;Monto Ley Inicial;Monto Ley Vigente a DICIEMBRE
2015;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;09;APORTE FISCAL;;;;;44.149;44.149
2015;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;09;APORTE FISCAL;01;Libre;;;44.149;44.149
2015;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;11;VENTA DE ACTIVOS FINANCIEROS;;;;;0;3.629
2015;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;11;VENTA DE ACTIVOS FINANCIEROS;03;Operaciones de Cambio;;;0;3.629
2015;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;12;RECUPERACIÓN DE PRÉSTAMOS;;;;;120;120
2015;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;12;RECUPERACIÓN DE PRÉSTAMOS;07;Por Anticipos por Cambio de Residencia;;;120;120
2015;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;15;SALDO INICIAL DE CAJA;;;;;0;23.884
2015;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;21;GASTOS EN PERSONAL;;;;;6.158;6.754
2015;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;22;BIENES Y SERVICIOS DE CONSUMO;;;;;37.991;47.731
2015;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;;;;;0;17.177
2015;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;03;Vehículos;;;0;13.206
2015;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;04;Mobiliario y Otros;;;0;18
2015;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;05;Máquinas y Equipos;;;0;699
2015;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;06;Equipos Informáticos;;;0;2
2015;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;07;Programas Informáticos;;;0;3.252
2015;Diciembre;DOLARES;05;MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA;31;CARABINEROS DE CHILE;01;CARABINEROS DE CHILE;32;PRÉSTAMOS;;;;;120;120
